Time (days),Final Effluent COD - Total,Final Effluent BOD - Total Carbonaceous,Final Effluent N - Total Kjeldahl Nitrogen,Final Effluent P - Total P,Final Effluent pH,Final Effluent Total suspended solids,Final Effluent Volatile suspended solids,Final Effluent Gas - Dissolved oxygen,Final Effluent P - Soluble phosphate,Final Effluent N - Ammonia,Final Effluent N - Nitrate,Final Effluent N - Nitrite,Final Effluent Alkalinity,Final Effluent Flow,PST x3 COD - Total,PST x3 BOD - Total Carbonaceous,PST x3 N - Total Kjeldahl Nitrogen,PST x3 P - Total P,PST x3 pH,PST x3 Total suspended solids,PST x3 Volatile suspended solids,PST x3 Element HRT,PST x3 Gas - Dissolved oxygen,PST x3 P - Soluble phosphate,PST x3 N - Ammonia,PST x3 N - Nitrate,PST x3 N - Nitrite,PST x3 Alkalinity,PST x3 Flow,ML Recycle COD - Total,ML Recycle BOD - Total Carbonaceous,ML Recycle N - Total Kjeldahl Nitrogen,ML Recycle N - Total Kjeldahl Nitrogen (U),ML Recycle P - Total P,ML Recycle pH,ML Recycle Total suspended solids,ML Recycle Volatile suspended solids,ML Recycle Gas - Dissolved oxygen,ML Recycle P - Soluble phosphate,ML Recycle N - Ammonia,ML Recycle N - Ammonia (U),ML Recycle N - Nitrate,ML Recycle N - Nitrite,ML Recycle Alkalinity,ML Recycle Flow,ML Recycle Flow (S),FST x5 COD - Total,FST x5 BOD - Total Carbonaceous,FST x5 N - Total Kjeldahl Nitrogen,FST x5 P - Total P,FST x5 pH,FST x5 Total suspended solids,FST x5 Total suspended solids (U),FST x5 Volatile suspended solids,FST x5 Element HRT,FST x5 Gas - Dissolved oxygen,FST x5 P - Soluble phosphate,FST x5 N - Ammonia,FST x5 N - Nitrate,FST x5 N - Nitrite,FST x5 Alkalinity,FST x5 Flow,AERZ4 x2 (45) COD - Total,AERZ4 x2 (45) BOD - Total Carbonaceous,AERZ4 x2 (45) N - Total Kjeldahl Nitrogen,AERZ4 x2 (45) P - Total P,AERZ4 x2 (45) pH,AERZ4 x2 (45) Total suspended solids,AERZ4 x2 (45) Volatile suspended solids,AERZ4 x2 (45) Element HRT,AERZ4 x2 (45) Gas - Dissolved oxygen,AERZ4 x2 (45) P - Soluble phosphate,AERZ4 x2 (45) N - Ammonia,AERZ4 x2 (45) N - Nitrate,AERZ4 x2 (45) N - Nitrite,AERZ4 x2 (45) Alkalinity,AERZ4 x2 (45) Flow,AXZ1 x2 COD - Total,AXZ1 x2 BOD - Total Carbonaceous,AXZ1 x2 N - Total Kjeldahl Nitrogen,AXZ1 x2 P - Total P,AXZ1 x2 pH,AXZ1 x2 Total suspended solids,AXZ1 x2 Volatile suspended solids,AXZ1 x2 Element HRT,AXZ1 x2 Gas - Dissolved oxygen,AXZ1 x2 P - Soluble phosphate,AXZ1 x2 N - Ammonia,AXZ1 x2 N - Nitrate,AXZ1 x2 N - Nitrite,AXZ1 x2 Alkalinity,AXZ1 x2 Flow
42109.375,27.939992,1.563384,5.781791,6.481141,7.576496,3.704905,1.565519,0.000127,6.105685,4.580598,3.070682,2.991283,4.693097,26679,184.40704,87.630169,31.462308,10.615117,7.36963,71.655768,51.301296,6.80256,0.213941,8.114755,26.554444,0.566192,0.360706,6.562746,30579,2094.1262,689.85342,130.13268,130.13268,491.68826,7.556514,4146.3983,1401.7531,0.99481,5.668297,0.139569,0.139569,5.64578,1.045181,4.449923,84579,54000,27.939992,1.563384,5.781791,6.481141,7.576496,3.704905,5911.1749,1.565519,6.050645,0.000127,6.105685,4.580598,3.070682,2.991283,4.693097,26679,2064.2377,681.44005,129.05981,482.94387,7.553076,4075.465,1381.1729,0.230684,1.986396,5.958507,1.137997,3.825005,2.001244,4.584283,138579,2000.1697,663.636,129.37958,463.56664,7.490817,3916.6072,1333.4184,0.251813,0.003403,6.484606,6.399964,1.961132,0.825733,5.150856,138579
42109.417,28.265116,1.753621,4.96684,6.540066,7.558596,4.987607,2.062569,0.000465,6.02591,3.728501,3.339478,2.872175,4.662046,43979,205.81086,98.770734,32.475812,10.206169,7.361858,75.833447,56.580602,4.354833,0.191296,7.802249,27.086137,0.523421,0.311703,6.504797,47879,2022.7009,665.36169,125.82358,125.82358,473.99315,7.518522,3995.4245,1353.2973,0.957682,6.28172,0.360841,0.360841,5.233776,1.760326,4.444638,101879,54000,28.265116,1.753621,4.96684,6.540066,7.558596,4.987607,6604.7164,2.062569,4.982292,0.000465,6.02591,3.728501,3.339478,2.872175,4.662046,43979,1962.2778,647.3512,123.87256,457.30195,7.545018,3858.9363,1311.8032,0.205082,1.983691,6.546587,2.511124,3.26488,2.095671,4.704796,155879,1885.3169,627.59791,123.86612,432.2754,7.464068,3655.589,1250.9979,0.223866,0.002661,7.066793,8.734794,1.439686,0.749019,5.319068,155879
42109.458,29.739844,2.335903,3.789361,7.058606,7.548974,8.774741,3.427441,0.001041,6.116296,2.43498,3.917094,2.467419,4.610552,66629,232.76405,113.03394,33.191182,9.238281,7.347875,80.261565,63.044626,2.960257,0.152033,7.066156,27.213506,0.414037,0.258423,6.404868,70529,1890.7645,622.4633,118.79702,118.79702,439.82795,7.487239,3710.6757,1263.4332,0.960002,6.849222,1.829118,1.829118,4.016378,2.637494,4.551995,124529,54000,29.739844,2.335903,3.789361,7.058606,7.548974,8.774741,7557.3719,3.427441,4.046788,0.001041,6.116296,2.43498,3.917094,2.467419,4.610552,66629,1820.658,602.12979,117.39479,419.55692,7.5497,3546.9401,1214.7623,0.179063,1.993811,7.16085,5.405501,2.107396,1.850171,4.966831,178529,1785.6172,599.18145,119.26002,401.48377,7.439268,3405.1225,1174.9592,0.195464,0.002324,7.466024,11.495789,0.830877,0.698115,5.486398,178529
42109.5,31.143599,2.87383,2.856559,7.787154,7.544304,12.46917,4.670875,0.000775,6.411314,1.396947,4.492477,2.028826,4.561012,77129,253.88149,124.24695,33.752493,8.443295,7.33632,83.536413,68.061048,2.577602,0.120876,6.471735,27.310329,0.301816,0.21921,6.326256,81029,1767.0298,583.97749,113.28914,113.28914,405.0804,7.493469,3428.4513,1178.3619,0.98332,7.34576,4.582925,4.582925,2.870707,2.637696,4.770609,135029,54000,31.143599,2.87383,2.856559,7.787154,7.544304,12.46917,8213.6391,4.670875,3.722746,0.000775,6.411314,1.396947,4.492477,2.028826,4.561012,77129,1747.4561,580.88208,114.68435,395.89291,7.553338,3360.1586,1163.2746,0.169117,1.983822,8.035539,8.089957,1.541178,1.623428,5.143522,189029,1784.1219,602.73698,119.94365,393.87476,7.428761,3355.2781,1167.5578,0.184607,0.002191,7.668738,13.240967,0.395626,0.492827,5.582523,189029
42109.542,31.593494,3.077016,2.732347,8.354866,7.528878,13.804916,5.0967,0.000372,6.818464,1.243585,4.534906,1.988787,4.554895,78379,268.11238,131.75429,34.342252,7.983133,7.329506,85.672137,71.460833,2.538537,0.10238,6.137376,27.573781,0.222834,0.194677,6.281858,82279,1744.3525,579.22415,113.16381,113.16381,393.4274,7.499902,3345.5068,1161.4397,0.982661,7.842803,6.499473,6.499473,2.538464,2.662196,4.858684,136279,54000,31.593494,3.077016,2.732347,8.354866,7.528878,13.804916,8304.6604,5.0967,3.687594,0.000372,6.818464,1.243585,4.534906,1.988787,4.554895,78379,1762.0466,588.54797,116.35025,392.84337,7.554165,3349.7844,1171.3855,0.168006,1.982926,8.942998,9.595769,1.466415,1.653066,5.185326,190279,1804.4986,612.76808,121.38278,391.77456,7.420819,3354.2089,1177.7408,0.183394,0.002067,7.925564,14.160716,0.20009,0.343929,5.614466,190279
42109.583,31.550711,3.081036,3.517255,8.738948,7.513584,13.489573,4.980852,0.000172,7.238566,2.045846,4.066449,2.18724,4.611975,74029,272.56538,134.15463,34.805279,7.784985,7.326427,86.137503,72.467798,2.679876,0.094072,6.002321,27.847029,0.180193,0.186756,6.26317,77929,1768.9883,589.77644,115.04687,115.04687,393.18555,7.501067,3360.0935,1176.8274,0.985828,8.143465,7.341397,7.341397,2.541968,2.793304,4.850095,131929,54000,31.550711,3.081036,3.517255,8.738948,7.513584,13.489573,8129.674,4.980852,3.812886,0.000172,7.238566,2.045846,4.066449,2.18724,4.611975,74029,1795.2884,602.05115,118.50639,394.52282,7.554199,3380.4307,1192.5972,0.171937,1.985352,9.470299,10.226266,1.499695,1.731845,5.169673,185929,1839.0481,626.35834,123.43046,394.09554,7.41502,3390.7482,1200.3757,0.187685,0.001986,8.20475,14.49336,0.111429,0.254442,5.61235,185929
42109.625,31.524431,3.032629,4.788201,9.020587,7.505945,12.653934,4.697337,0.000093,7.618555,3.343092,3.470137,2.379932,4.697475,68879,274.51265,135.17091,34.779168,7.721048,7.32551,86.26952,72.920086,2.86899,0.09177,5.967587,27.815686,0.160799,0.189825,6.258632,72779,1803.8042,603.3266,117.0687,117.0687,395.80536,7.499676,3399.0157,1199.5089,0.989003,8.17155,7.525139,7.525139,2.628893,2.935636,4.804821,126779,54000,31.524431,3.032629,4.788201,9.020587,7.505945,12.653934,7892.5141,4.697337,3.972689,0.000093,7.618555,3.343092,3.470137,2.379932,4.697475,68879,1830.6846,615.81721,120.50947,397.35693,7.554147,3420.6763,1215.7655,0.176835,1.988798,9.650294,10.369509,1.561681,1.816904,5.134193,180779,1870.758,638.39894,125.17167,396.38572,7.408919,3426.1971,1222.1294,0.193031,0.001938,8.468873,14.564206,0.072893,0.171349,5.604397,180779
42109.667,31.614408,2.969668,6.058521,9.227373,7.504273,11.737922,4.388105,0.000062,7.933108,4.636016,2.994635,2.517927,4.770533,63879,271.78948,133.78037,34.472731,7.702425,7.325854,85.365259,72.209686,3.08001,0.092906,5.965606,27.602762,0.155163,0.199546,6.261878,67779,1835.96,615.62921,118.74887,118.74887,398.36428,7.497937,3436.7285,1220.7397,0.991794,8.004584,7.405687,7.405687,2.736976,3.069916,4.752741,121779,54000,31.614408,2.969668,6.058521,9.227373,7.504273,11.737922,7656.9026,4.388105,4.141196,0.000062,7.933108,4.636016,2.994635,2.517927,4.770533,63879,1861.369,627.65474,122.10409,399.63763,7.554164,3455.3932,1236.0487,0.181865,1.991233,9.633609,10.275687,1.628602,1.897566,5.097366,175779,1898.6141,648.5168,126.70806,398.64092,7.406091,3459.7245,1242.2275,0.198522,0.001922,8.665659,14.491063,0.065504,0.128926,5.593073,175779
42109.708,31.878992,2.932873,7.094456,9.379272,7.504693,11.050959,4.159894,0.000049,8.166422,5.6827,2.688163,2.626375,4.814935,60929,263.37758,129.52478,33.968564,7.641236,7.326572,83.13618,70.034292,3.219733,0.095176,5.928764,27.241474,0.156059,0.211217,6.267214,64829,1863.8188,626.22605,120.13045,120.13045,400.38418,7.496813,3468.8402,1239.2763,0.994227,7.728727,7.17771,7.17771,2.827994,3.173448,4.709282,118829,54000,31.878992,2.932873,7.094456,9.379272,7.504694,11.050959,7470.1766,4.159894,4.247492,0.000049,8.166422,5.6827,2.688163,2.626375,4.814935,60929,1884.1174,636.50751,123.25491,400.67073,7.555196,3478.2049,1251.2032,0.184969,1.995261,9.433304,10.122849,1.67744,1.956268,5.069641,172829,1909.4791,652.77069,127.34538,397.73242,7.410876,3464.386,1250.934,0.201911,0.001937,8.637997,14.427171,0.070149,0.142302,5.584016,172829
42109.75,32.14491,2.890431,7.798907,9.442916,7.505974,10.436053,3.958587,0.000041,8.303324,6.393133,2.528276,2.723532,4.830114,57729,252.04645,123.79291,33.367869,7.471807,7.327626,80.189161,67.111516,3.386372,0.098405,5.809706,26.81182,0.161066,0.224367,6.2746,61629,1879.9542,632.59175,120.88192,120.88192,400.31927,7.496615,3481.5685,1250.118,0.997317,7.322423,6.951433,6.951433,2.903611,3.260623,4.675881,115629,54000,32.14491,2.890431,7.798907,9.442916,7.505975,10.436053,7316.2403,3.958587,4.369143,0.000041,8.303324,6.393133,2.528276,2.723532,4.830114,57729,1897.0419,641.68523,123.90184,400.15692,7.557027,3486.2291,1260.0013,0.188458,1.996728,9.036154,9.947128,1.718793,2.009144,5.047274,169629,1924.6417,657.97414,128.25092,398.54229,7.41854,3482.5699,1263.1162,0.20572,0.001964,8.438827,14.211144,0.07788,0.17271,5.568481,169629
42109.792,32.615121,2.921013,8.24094,9.459293,7.505801,10.295867,3.930891,0.00004,8.339744,6.82391,2.46538,2.823245,4.823093,58879,237.15417,116.32106,32.190335,7.270778,7.32808,76.34562,63.237116,3.324537,0.099919,5.6606,25.918504,0.164179,0.232595,6.277221,62779,1892.6966,637.57385,121.56897,121.56897,399.98324,7.497665,3490.6076,1258.8626,0.998885,6.862327,6.805815,6.805815,2.92188,3.291569,4.661362,116779,54000,32.615121,2.921013,8.24094,9.459293,7.505801,10.295867,7255.6749,3.930891,4.324631,0.00004,8.339744,6.82391,2.46538,2.823245,4.823093,58879,1901.3773,643.74293,124.15387,398.1931,7.55949,3480.4905,1263.1667,0.187189,2.002482,8.545698,9.839706,1.715945,2.01644,5.040265,170779,1904.699,651.63349,127.07919,391.74297,7.422806,3433.2885,1250.7501,0.204334,0.002013,8.110509,14.095905,0.084993,0.204692,5.567082,170779
42109.833,33.205941,3.009175,8.453684,9.404555,7.504848,10.532321,4.043335,0.000039,8.263227,7.012511,2.467689,2.925386,4.800907,61229,222.16302,108.84138,30.506172,7.011336,7.327924,72.378339,59.313751,3.204947,0.099678,5.462894,24.62031,0.163749,0.234868,6.275251,65129,1883.9184,635.2823,121.12041,121.12041,395.16277,7.500664,3459.5537,1253.1798,1.002806,6.428971,6.836965,6.836965,2.874001,3.266199,4.672436,119129,54000,33.205941,3.009175,8.453684,9.404555,7.504848,10.532321,7315.4891,4.043335,4.236434,0.000039,8.263227,7.012511,2.467689,2.925386,4.800907,61229,1882.114,637.84903,123.07699,391.29032,7.56234,3430.6416,1250.5013,0.184648,2.004667,8.09847,9.851082,1.670268,1.985558,5.05446,173129,1888.0758,646.30785,125.98043,385.96522,7.423862,3391.976,1240.6419,0.201561,0.002061,7.763123,13.850349,0.086635,0.217275,5.571649,173129
42109.875,33.643116,3.077026,8.490806,9.235924,7.504747,10.710019,4.142365,0.000037,8.080726,7.028382,2.500683,3.017347,4.773971,61829,207.75408,101.66227,28.575356,6.653829,7.327731,68.663935,55.536902,3.17578,0.099242,5.192909,23.135879,0.161777,0.234864,6.273343,65729,1865.4557,629.61582,120.0534,120.0534,388.59746,7.50402,3411.9541,1241.1195,1.00328,6.030534,6.817954,6.817954,2.816409,3.23359,4.691972,119729,54000,33.643116,3.077026,8.490806,9.235924,7.504747,10.710019,7345.1624,4.142365,4.214489,0.000037,8.080726,7.028382,2.500683,3.017347,4.773971,61829,1868.9853,633.81922,122.20894,386.15996,7.564577,3394.9965,1242.1717,0.184011,2.002191,7.656988,9.654431,1.644764,1.968597,5.065219,173729,1884.2231,644.93549,125.43705,383.34752,7.425059,3377.7816,1239.7187,0.200865,0.002102,7.410782,13.335896,0.087111,0.223848,5.571026,173729
42109.917,33.83855,3.104491,8.444726,8.970023,7.505913,10.696698,4.182185,0.000035,7.824201,6.969231,2.531777,3.085478,4.752385,61479,196.64533,96.127248,26.529177,6.385723,7.327729,65.801289,52.628252,3.192729,0.099143,4.990877,21.574741,0.160135,0.234846,6.272908,65379,1858.8063,627.6724,119.46666,119.46666,385.0386,7.506369,3389.4526,1237.2096,1.002646,5.618995,6.50694,6.50694,2.803213,3.221577,4.700237,119379,54000,33.83855,3.104491,8.444726,8.970023,7.505913,10.696698,7296.084,4.182185,4.227262,0.000035,7.824201,6.969231,2.531777,3.085478,4.752385,61479,1866.873,633.25446,121.76196,383.79511,7.566422,3382.6887,1241.4341,0.184382,2.00216,7.168798,9.157955,1.649155,1.967092,5.06506,173379,1879.6571,643.19896,124.63002,380.77703,7.426942,3363.1796,1238.2744,0.20127,0.002144,7.054027,12.618184,0.09113,0.241174,5.565283,173379
42109.958,33.756007,3.083634,8.375761,8.648182,7.508643,10.441913,4.140508,0.000034,7.539964,6.898162,2.543804,3.123874,4.741772,59729,188.10687,91.856966,24.84707,6.193312,7.328091,63.682833,50.407463,3.280264,0.100047,4.846724,20.303052,0.160897,0.237014,6.275228,63629,1857.2851,627.21963,118.93684,118.93684,382.9215,7.507828,3378.6551,1236.8641,1.003626,5.182582,5.904614,5.904614,2.835601,3.223315,4.695613,117629,54000,33.756007,3.083634,8.375761,8.648182,7.508643,10.441913,7198.9216,4.140508,4.292309,0.000034,7.539964,6.898162,2.543804,3.123874,4.741772,59729,1867.0256,633.25672,121.22663,382.17686,7.567703,3376.0703,1242.2766,0.186262,2.001947,6.66864,8.415677,1.675519,1.973596,5.05516,171629,1882.6177,643.76556,124.22621,380.11252,7.430116,3364.2495,1241.977,0.203322,0.002189,6.708341,11.813332,0.099191,0.26922,5.553094,171629
42110,33.504339,3.049359,8.282182,8.316475,7.512108,10.139948,4.083698,0.000035,7.251505,6.807733,2.539925,3.139467,4.740814,58429,181.94406,88.765291,23.564697,6.051757,7.328577,62.214499,48.816094,3.348462,0.101369,4.740486,19.339065,0.163386,0.239971,6.27849,62329,1859.5256,627.85771,118.47724,118.47724,381.84098,7.508766,3375.9659,1239.0685,1.004432,4.782255,5.133439,5.133439,2.883954,3.210569,4.685575,116329,54000,33.504339,3.049359,8.282182,8.316475,7.512108,10.139948,7090.3431,4.083698,4.34194,0.000035,7.251505,6.807733,2.539925,3.139467,4.740814,58429,1868.963,633.68577,120.72812,381.16534,7.568664,3373.7554,1244.3184,0.187684,2.003377,6.203493,7.592013,1.705897,1.973099,5.042307,170329,1878.8401,642.02491,123.4775,378.12933,7.432976,3352.6985,1240.8129,0.204874,0.002236,6.386572,11.084114,0.109289,0.299757,5.543233,170329
42110.042,32.710476,2.851074,8.117263,7.955616,7.519142,9.013402,3.714221,0.00003,7.024171,6.678254,2.532704,3.142186,4.744663,48679,175.25187,85.301679,23.012422,6.162737,7.330848,60.726454,47.154153,3.967032,0.107966,4.833146,18.988379,0.17638,0.255929,6.295672,52579,1861.0313,627.88794,117.82744,117.82744,381.01365,7.508057,3374.0842,1240.8338,1.006517,4.351893,4.159176,4.159176,3.044922,3.277857,4.646386,106579,54000,32.710476,2.851074,8.117263,7.955616,7.519142,9.013402,6776.7532,3.714221,4.754234,0.00003,7.024171,6.678254,2.532704,3.142186,4.744663,48679,1884.8004,638.38864,120.9583,383.5573,7.568991,3400.0596,1255.8451,0.19908,1.996989,5.683271,6.556388,1.832644,2.057485,4.996821,160579,1937.6679,660.23829,126.52529,390.4958,7.445674,3465.6564,1283.5993,0.217314,0.002332,6.07795,10.027194,0.14462,0.402873,5.488692,160579
42110.083,31.803386,2.618797,7.899069,7.628642,7.527188,7.761624,3.284552,0.000028,6.842183,6.503305,2.530631,3.141333,4.748689,40729,168.73375,81.857945,23.096715,6.412597,7.3342,59.529923,45.58261,4.670548,0.117723,5.033632,19.153826,0.19828,0.280874,6.320594,44629,1895.4875,638.53382,119.08377,119.08377,387.68587,7.505727,3436.6358,1264.9209,1.008122,3.900144,2.984716,2.984716,3.301545,3.359502,4.578198,98629,54000,31.803386,2.618797,7.899069,7.628642,7.527188,7.761624,6317.722,3.284552,5.153227,0.000028,6.842183,6.503305,2.530631,3.141333,4.748689,40729,1932.773,653.30769,123.07984,393.41191,7.568482,3490.2083,1289.1913,0.209449,2.002262,5.054332,5.308059,2.018056,2.159409,4.921622,152629,1954.2415,663.97784,127.1044,394.35581,7.457722,3501.1403,1297.3753,0.228633,0.002516,5.728833,9.046331,0.226394,0.598101,5.422784,152629
42110.125,30.892479,2.376221,7.658024,7.352494,7.537111,6.539711,2.837112,0.000026,6.702475,6.308007,2.535713,3.141042,4.750896,31979,163.53843,78.991145,23.680351,6.833022,7.338823,59.109536,44.415749,5.803265,0.13151,5.364505,19.740868,0.231909,0.315678,6.354659,35879,1932.0193,649.393,120.51834,120.51834,395.33862,7.504968,3505.4811,1290.4455,1.021446,3.510692,1.80805,1.80805,3.635331,3.367069,4.501068,89879,54000,30.892479,2.376221,7.658024,7.352494,7.537111,6.539711,5875.4452,2.837112,5.677665,0.000026,6.702475,6.308007,2.535713,3.141042,4.750896,31979,1958.8977,660.44062,123.95936,399.13288,7.567228,3541.4962,1307.7992,0.222187,2.008928,4.513059,4.117117,2.218758,2.239448,4.842525,143879,1987.5686,672.85017,128.65054,402.30947,7.469863,3570.5964,1322.49,0.242537,0.002823,5.398741,7.924864,0.393624,0.870994,5.328736,143879
42110.167,30.083289,2.156159,7.419879,7.129446,7.548391,5.513528,2.434485,0.000023,6.589091,6.111511,2.546968,3.142685,4.75091,24929,161.32951,77.550815,24.564419,7.431223,7.344428,59.567738,44.075753,7.212649,0.148606,5.830968,20.592282,0.276221,0.355115,6.395816,28829,1957.9107,656.34,121.55299,121.55299,401.13298,7.510789,3555.5803,1308.7368,1.039668,3.331615,0.893421,0.893421,3.966951,3.166393,4.447827,82829,54000,30.083289,2.156159,7.419879,7.129446,7.548391,5.513528,5464.9407,2.434485,6.184799,0.000023,6.589091,6.111511,2.546968,3.142685,4.75091,24929,1984.8712,667.10715,124.883,405.27253,7.564886,3594.0257,1326.2899,0.233635,2.015784,4.185282,2.968336,2.427625,2.289122,4.75916,136829,2003.4097,675.68653,129.1106,406.79202,7.480224,3607.3483,1335.2205,0.255034,0.003222,5.183627,6.850099,0.646861,1.131252,5.231664,136829
42110.208,29.415132,1.974586,7.191146,6.950246,7.559996,4.72879,2.107725,0.000022,6.490289,5.917229,2.563419,3.146086,4.749057,20279,160.46765,76.748279,25.800952,8.103473,7.350599,60.549507,44.113616,8.588375,0.167499,6.354175,21.727658,0.328357,0.39039,6.440783,24179,1980.8413,662.02237,122.74509,122.74509,406.62469,7.527438,3600.844,1324.9244,1.045306,3.417115,0.363523,0.363523,4.278607,2.687949,4.433621,78179,54000,29.415132,1.974586,7.191146,6.950246,7.559996,4.72879,5139.5018,2.107725,6.571979,0.000022,6.490289,5.917229,2.563419,3.146086,4.749057,20279,2000.3954,670.07139,125.2766,409.44711,7.562973,3627.1348,1337.5931,0.241854,2.023612,4.154513,2.003998,2.634983,2.341665,4.683746,132179,2001.3343,672.53119,128.57709,407.49976,7.489804,3609.629,1335.2725,0.264006,0.003612,5.121133,5.987886,0.954584,1.282043,5.151905,132179
42110.25,28.87669,1.831079,6.966407,6.802904,7.570911,4.148161,1.85649,0.000023,6.400697,5.719793,2.585154,3.150657,4.745668,17579,161.84865,77.058403,27.167758,8.816902,7.356947,62.122869,44.745391,9.65801,0.186242,6.908972,22.966663,0.384909,0.414667,6.486718,21479,1991.6599,663.57551,123.44802,123.44802,409.68435,7.547982,3623.2061,1332.7518,1.025054,3.740772,0.175637,0.175637,4.537619,2.120687,4.448793,75479,54000,28.87669,1.831079,6.966407,6.802904,7.57091,4.148161,4922.3536,1.85649,6.819877,0.000023,6.400697,5.719793,2.585154,3.150657,4.745668,17579,1999.7259,667.66301,124.86107,410.19588,7.562651,3629.0069,1337.7523,0.246897,2.026423,4.356001,1.341638,2.849819,2.376396,4.629389,129479,1991.0236,666.754,127.68232,406.33503,7.499133,3595.0217,1329.2661,0.269511,0.003865,5.216017,5.398395,1.274055,1.315211,5.096976,129479
42110.292,28.448092,1.722562,6.73056,6.677144,7.579634,3.740018,1.676387,0.000027,6.314884,5.504685,2.614317,3.155711,4.740659,16679,165.62091,78.589532,28.589093,9.507169,7.362907,64.181364,45.985206,10.076327,0.203108,7.446862,24.234419,0.441403,0.426625,6.529583,20579,1988.7466,660.61935,123.35898,123.35898,409.80227,7.561737,3619.0972,1331.127,1.012514,4.225291,0.126368,0.126368,4.7633,1.699911,4.464656,74579,54000,28.448092,1.722562,6.73056,6.677144,7.579633,3.740018,4800.5043,1.676387,6.906719,0.000027,6.314884,5.504685,2.614317,3.155711,4.740659,16679,1988.4007,661.82418,123.98863,408.58749,7.562962,3609.8532,1330.5162,0.248625,2.021215,4.72625,0.985523,3.098734,2.349485,4.597361,128579,1971.4448,658.17392,126.35153,402.92746,7.505211,3560.8653,1316.4976,0.271397,0.004021,5.447588,5.086872,1.565193,1.287926,5.065824,128579
42110.333,28.129143,1.655401,6.440125,6.563448,7.582384,3.536771,1.585533,0.00004,6.220812,5.22728,2.660127,3.159951,4.732729,18829,172.10633,81.578244,30.010708,10.059629,7.367172,66.633303,47.864299,9.131493,0.214726,7.87781,25.447439,0.48898,0.42404,6.55965,22729,1975.4813,654.37038,122.60269,122.60269,407.58972,7.564998,3594.6381,1322.3584,1.005733,4.798399,0.119168,0.119168,4.960612,1.481512,4.470797,76729,54000,28.129143,1.655401,6.440125,6.563448,7.582384,3.536771,4808.1802,1.585533,6.702824,0.00004,6.220812,5.22728,2.660127,3.159951,4.732729,18829,1966.0875,652.55363,122.60395,404.43734,7.560952,3568.7102,1315.6566,0.244536,2.008279,5.197896,0.895722,3.316017,2.300743,4.586361,130729,1932.046,643.58449,124.13175,394.79771,7.504409,3485.8726,1289.6131,0.266934,0.003935,5.810248,5.285785,1.745438,1.205145,5.076852,130729
42110.375,27.973121,1.658263,5.985942,6.461931,7.57376,3.703908,1.656442,0.000099,6.102169,4.772757,2.753732,3.153826,4.717536,26679,183.89428,87.466532,31.289232,10.274062,7.367198,69.769556,50.95737,6.80256,0.213932,8.041167,26.416128,0.508073,0.399945,6.557869,30579,1946.4226,643.19284,120.83822,120.83822,401.7261,7.55321,3538.9039,1302.7647,0.994771,5.409531,0.148373,0.148373,5.00757,1.570024,4.467926,84579,54000,27.973121,1.658263,5.985942,6.461931,7.573761,3.703908,5051.8757,1.656442,6.050645,0.000099,6.102169,4.772757,2.753732,3.153826,4.717536,26679,1919.3896,635.67023,120.00465,394.66909,7.553151,3479.2606,1284.0716,0.230684,1.988803,5.735898,1.217199,3.321946,2.334781,4.609774,138579,1863.0691,620.37436,120.72976,379.29442,7.492227,3347.7971,1241.308,0.251813,0.003444,6.30819,6.401848,1.652103,1.071704,5.162274,138579
42110.417,28.312179,1.852997,5.157663,6.465399,7.555527,4.932719,2.171708,0.000397,5.979466,3.905903,2.991189,3.072154,4.685343,43979,205.34984,98.62382,32.318199,9.897215,7.359693,74.142998,56.272357,4.354833,0.191282,7.732925,26.959739,0.468183,0.349326,6.500361,47879,1881.2399,620.79374,116.95154,116.95154,387.47977,7.516343,3411.4877,1258.5202,0.958162,6.038246,0.395236,0.395236,4.60617,2.236321,4.467123,101879,54000,28.312179,1.852997,5.157663,6.465399,7.555527,4.932719,5666.234,2.171708,4.982292,0.000397,5.979466,3.905903,2.991189,3.072154,4.685343,43979,1826.7084,604.64407,115.40915,374.07479,7.546273,3297.3916,1220.9473,0.205082,1.985586,6.335366,2.594303,2.812038,2.357809,4.732027,155879,1762.1361,588.95583,116.0738,354.68509,7.466291,3133.7023,1168.0857,0.223866,0.002714,6.885725,8.721822,1.195258,0.953314,5.327681,155879
42110.458,29.841838,2.456094,3.940734,6.871005,7.545528,8.514218,3.593476,0.000934,6.003013,2.568602,3.499282,2.75308,4.631635,66629,232.39982,112.91806,33.064302,8.991887,7.346181,78.928996,62.801644,2.960257,0.152093,7.008551,27.111328,0.368797,0.287922,6.401391,70529,1762.2945,582.14477,110.79306,110.79306,360.17416,7.488151,3174.0814,1177.3724,0.962984,6.63647,1.920347,1.920347,3.513039,2.92593,4.582104,124529,54000,29.841838,2.456094,3.940734,6.871005,7.545528,8.514218,6515.168,3.593476,4.046788,0.000934,6.003013,2.568602,3.499282,2.75308,4.631635,66629,1700.262,564.38362,109.86005,344.06548,7.551319,3039.1345,1134.0745,0.179063,1.993888,6.988991,5.471785,1.832862,1.968317,4.989668,178529,1677.5133,565.54496,112.41204,330.7177,7.442201,2931.7354,1101.9983,0.195464,0.002399,7.277701,11.488416,0.674462,0.832353,5.4934,178529
